#AdjRefG: Iteration 7 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   7.034439E+01    3.455828E+00   -6.242271E+01    1.347124E+02   7.034439E+01    3.455828E+00   -6.242271E+01    1.347124E+02 
   9.311941E+01   -5.085208E+00   -6.430639E+01    1.207960E+02   9.311941E+01   -5.085208E+00   -6.430639E+01    1.207960E+02 
   1.000535E+02   -1.757972E+01   -6.400499E+01    1.121198E+02   1.000535E+02   -1.757972E+01   -6.400499E+01    1.121198E+02 
   9.278236E+01   -3.397911E+01   -6.056327E+01    1.078607E+02   9.278236E+01   -3.397911E+01   -6.056327E+01    1.078607E+02 
   7.564960E+01   -5.325613E+01   -5.304986E+01    1.059817E+02   7.564960E+01   -5.325613E+01   -5.304986E+01    1.059817E+02 
   5.455045E+01   -7.293929E+01   -4.108376E+01    1.041752E+02   5.455045E+01   -7.293929E+01   -4.108376E+01    1.041752E+02 
   3.541706E+01   -8.914463E+01   -2.530662E+01    1.009038E+02   3.541706E+01   -8.914463E+01   -2.530662E+01    1.009038E+02 
   2.277127E+01   -9.723350E+01   -7.587398E+00    9.611545E+01   2.277127E+01   -9.723350E+01   -7.587398E+00    9.611545E+01 
   1.873688E+01   -9.298598E+01    9.161428E+00    9.130701E+01   1.873688E+01   -9.298598E+01    9.161428E+00    9.130701E+01 
   2.275229E+01   -7.394986E+01    2.153722E+01    8.887252E+01   2.275229E+01   -7.394986E+01    2.153722E+01    8.887252E+01 
   3.200715E+01   -4.049760E+01    2.641997E+01    9.097763E+01   3.200715E+01   -4.049760E+01    2.641997E+01    9.097763E+01 
   4.241826E+01    3.837411E+00    2.173941E+01    9.843353E+01   4.241826E+01    3.837411E+00    2.173941E+01    9.843353E+01 
   4.982691E+01    5.296607E+01    7.016055E+00    1.100783E+02   4.982691E+01    5.296607E+01    7.016055E+00    1.100783E+02 
   5.107909E+01    9.969565E+01   -1.646665E+01    1.229849E+02   5.107909E+01    9.969565E+01   -1.646665E+01    1.229849E+02 
   4.473439E+01    1.376218E+02   -4.588501E+01    1.334684E+02   4.473439E+01    1.376218E+02   -4.588501E+01    1.334684E+02 
   3.129699E+01    1.628636E+02   -7.740549E+01    1.385067E+02   3.129699E+01    1.628636E+02   -7.740549E+01    1.385067E+02 
   1.301196E+01    1.750562E+02   -1.068642E+02    1.369749E+02   1.301196E+01    1.750562E+02   -1.068642E+02    1.369749E+02 
  -6.631951E+00    1.772419E+02   -1.304246E+02    1.301367E+02  -6.631951E+00    1.772419E+02   -1.304246E+02    1.301367E+02 
  -2.352876E+01    1.746652E+02   -1.450839E+02    1.211257E+02  -2.352876E+01    1.746652E+02   -1.450839E+02    1.211257E+02 
  -3.358875E+01    1.728598E+02   -1.489741E+02    1.135800E+02  -3.358875E+01    1.728598E+02   -1.489741E+02    1.135800E+02 
  -3.332478E+01    1.756715E+02   -1.414705E+02    1.099782E+02  -3.332478E+01    1.756715E+02   -1.414705E+02    1.099782E+02 
  -2.038708E+01    1.838982E+02   -1.231704E+02    1.103928E+02  -2.038708E+01    1.838982E+02   -1.231704E+02    1.103928E+02 
   5.955984E+00    1.950215E+02   -9.580493E+01    1.122454E+02   5.955984E+00    1.950215E+02   -9.580493E+01    1.122454E+02 
   4.443672E+01    2.041298E+02   -6.212110E+01    1.112522E+02   4.443672E+01    2.041298E+02   -6.212110E+01    1.112522E+02 
   9.161032E+01    2.057169E+02   -2.572647E+01    1.032534E+02   9.161032E+01    2.057169E+02   -2.572647E+01    1.032534E+02 
   1.420118E+02    1.957315E+02    9.144218E+00    8.622197E+01   1.420118E+02    1.957315E+02    9.144218E+00    8.622197E+01 
   1.887420E+02    1.731688E+02    3.798627E+01    6.162634E+01   1.887420E+02    1.731688E+02    3.798627E+01    6.162634E+01 
   2.244711E+02    1.406547E+02    5.652256E+01    3.453143E+01   2.244711E+02    1.406547E+02    5.652256E+01    3.453143E+01 
   2.427046E+02    1.038254E+02    6.130323E+01    1.229022E+01   2.427046E+02    1.038254E+02    6.130323E+01    1.229022E+01 
   2.390365E+02    6.972232E+01    5.031042E+01    2.218943E+00   2.390365E+02    6.972232E+01    5.031042E+01    2.218943E+00 
   2.120680E+02    4.475283E+01    2.343173E+01    9.051005E+00   2.120680E+02    4.475283E+01    2.343173E+01    9.051005E+00 
   1.637387E+02    3.289642E+01   -1.733462E+01    3.306865E+01   1.637387E+02    3.289642E+01   -1.733462E+01    3.306865E+01 
   9.897282E+01    3.472990E+01   -6.803697E+01    6.958114E+01   9.897282E+01    3.472990E+01   -6.803697E+01    6.958114E+01 
   2.474554E+01    4.753929E+01   -1.233060E+02    1.099465E+02   2.474554E+01    4.753929E+01   -1.233060E+02    1.099465E+02 
  -5.116450E+01    6.640523E+01   -1.771940E+02    1.438043E+02  -5.116450E+01    6.640523E+01   -1.771940E+02    1.438043E+02 
  -1.214042E+02    8.582697E+01   -2.241633E+02    1.617965E+02  -1.214042E+02    8.582697E+01   -2.241633E+02    1.617965E+02 
  -1.799788E+02    1.013017E+02   -2.600264E+02    1.579327E+02  -1.799788E+02    1.013017E+02   -2.600264E+02    1.579327E+02 
  -2.227565E+02    1.103443E+02   -2.826412E+02    1.309312E+02  -2.227565E+02    1.103443E+02   -2.826412E+02    1.309312E+02 
  -2.475800E+02    1.126782E+02   -2.922173E+02    8.424271E+01  -2.475800E+02    1.126782E+02   -2.922173E+02    8.424271E+01 
  -2.541386E+02    1.096533E+02   -2.911658E+02    2.489648E+01  -2.541386E+02    1.096533E+02   -2.911658E+02    2.489648E+01 
  -2.437700E+02    1.032142E+02   -2.835280E+02   -3.836684E+01  -2.437700E+02    1.032142E+02   -2.835280E+02   -3.836684E+01 
  -2.192864E+02    9.487256E+01   -2.740992E+02   -9.707610E+01  -2.192864E+02    9.487256E+01   -2.740992E+02   -9.707610E+01 
  -1.847930E+02    8.507118E+01   -2.674280E+02   -1.446029E+02  -1.847930E+02    8.507118E+01   -2.674280E+02   -1.446029E+02 
  -1.453754E+02    7.312956E+01   -2.668917E+02   -1.770222E+02  -1.453754E+02    7.312956E+01   -2.668917E+02   -1.770222E+02 
  -1.065309E+02    5.770422E+01   -2.740292E+02   -1.932170E+02  -1.065309E+02    5.770422E+01   -2.740292E+02   -1.932170E+02 
  -7.331826E+01    3.750512E+01   -2.882563E+02   -1.943899E+02  -7.331826E+01    3.750512E+01   -2.882563E+02   -1.943899E+02 
  -4.936737E+01    1.194694E+01   -3.070073E+02   -1.832560E+02  -4.936737E+01    1.194694E+01   -3.070073E+02   -1.832560E+02 
